0.06502,0.14496,0.23241,0.31955,0.40455,0.48641,0.56431,0.63758,0.70567,0.76813,0.82466,0.87513,0.91958,0.95828,0.99167,1.0204,1.0452,1.0669,1.0863,1.1038,1.1199,1.1343,1.1464,1.1552,1.1591,1.1566,1.1457,1.1248,1.0923,1.047,0.98853,0.91679,0.83251,0.73714,0.63278,0.52225,0.40902,0.29725,0.19194,0.099681,0.032535
0.058442,0.13029,0.20888,0.28716,0.3635,0.43697,0.50685,0.57254,0.63352,0.68942,0.73994,0.785,0.82462,0.85907,0.88873,0.9142,0.93616,0.95534,0.97242,0.98791,1.0021,1.0147,1.0254,1.0331,1.0365,1.0341,1.0243,1.0055,0.97641,0.93595,0.88363,0.81949,0.74417,0.65892,0.56564,0.46685,0.36564,0.26572,0.17159,0.089111,0.029085
0.052307,0.11661,0.18693,0.25696,0.32523,0.3909,0.45333,0.51197,0.56637,0.61618,0.66116,0.70121,0.7364,0.76693,0.79318,0.81568,0.83503,0.8519,0.86691,0.8805,0.89291,0.90402,0.91334,0.92005,0.92297,0.92075,0.91194,0.89514,0.86915,0.8331,0.78651,0.72941,0.66236,0.58648,0.50346,0.41553,0.32545,0.23652,0.15273,0.079318,0.025889
0.046596,0.10388,0.16651,0.22886,0.28962,0.34805,0.40356,0.45567,0.50397,0.54815,0.58801,0.62346,0.65456,0.6815,0.70463,0.7244,0.74138,0.75616,0.76928,0.78116,0.79199,0.80167,0.80979,0.8156,0.81807,0.816,0.8081,0.79315,0.77007,0.73809,0.69678,0.64618,0.58677,0.51954,0.446,0.3681,0.2883,0.20953,0.1353,0.070266,0.022934
0.041288,0.09204,0.14753,0.20275,0.25655,0.30826,0.35736,0.40342,0.44609,0.48508,0.52022,0.55144,0.57878,0.60244,0.6227,0.64,0.65483,0.6677,0.67912,0.68944,0.69884,0.70724,0.71426,0.71926,0.72134,0.71942,0.71238,0.69913,0.67873,0.6505,0.61407,0.56945,0.51708,0.45783,0.39302,0.32437,0.25405,0.18463,0.11923,0.061919,0.02021
0.036367,0.081067,0.12993,0.17855,0.22591,0.2714,0.31457,0.35505,0.39251,0.42672,0.45753,0.48486,0.50877,0.52942,0.54708,0.56213,0.57499,0.58615,0.59602,0.60494,0.61305,0.62029,0.62634,0.63061,0.63233,0.63057,0.62432,0.61265,0.59473,0.56995,0.538,0.49889,0.45299,0.40108,0.34429,0.28416,0.22255,0.16174,0.10444,0.05424,0.017704
0.031815,0.070918,0.11366,0.15618,0.19757,0.23733,0.27504,0.31037,0.34305,0.37287,0.39969,0.42346,0.44423,0.46214,0.47744,0.49044,0.50154,0.51114,0.51963,0.52728,0.53423,0.54043,0.5456,0.54923,0.55065,0.54903,0.54353,0.53331,0.51767,0.49607,0.46823,0.43417,0.39421,0.34902,0.2996,0.24727,0.19366,0.14074,0.090882,0.047197,0.015405
0.027617,0.061559,0.098652,0.13555,0.17146,0.20593,0.23862,0.26922,0.29751,0.32331,0.34648,0.36701,0.38491,0.40034,0.41348,0.42464,0.43414,0.44235,0.44959,0.4561,0.46202,0.46729,0.47168,0.47474,0.47589,0.47443,0.46962,0.46074,0.44718,0.42849,0.40442,0.37498,0.34046,0.30142,0.25873,0.21353,0.16724,0.12154,0.07848,0.040757,0.013303
0.02376,0.052959,0.084865,0.1166,0.14747,0.1771,0.20518,0.23146,0.25573,0.27785,0.29771,0.31527,0.33058,0.34374,0.35495,0.36444,0.37251,0.37946,0.38558,0.39109,0.39609,0.40053,0.40421,0.40677,0.4077,0.40639,0.40222,0.39458,0.38293,0.3669,0.34626,0.32104,0.29147,0.25804,0.22149,0.18279,0.14316,0.10404,0.06718,0.034888,0.011387
0.020229,0.045088,0.072249,0.099256,0.12553,0.15073,0.1746,0.19694,0.21756,0.23633,0.25317,0.26805,0.281,0.29213,0.30158,0.30958,0.31636,0.3222,0.32733,0.33194,0.33611,0.33982,0.34289,0.345,0.34574,0.34459,0.34101,0.3345,0.3246,0.31098,0.29347,0.27208,0.247,0.21867,0.18769,0.15489,0.1213,0.088154,0.056923,0.029562,0.0096486
